Time,mean,sd,0.025Q,0.5Q,0.975Q,mean,sd,0.025Q,0.5Q,0.975Q,case,caselow,caseup,rate,ratelow,rateup
1990,37569.54928,259.3638427,37061.20549,37569.54928,38077.89308,0.002215107,1.02E-05,0.002195192,0.002215107,0.002235023,0.375695493,0.370612055,0.380778931,221.5107324,219.5192087,223.5022562
1991,38147.51917,243.8587294,37669.56485,38147.51917,38625.4735,0.002219268,8.49E-06,0.002202619,0.002219268,0.002235917,0.381475192,0.376695648,0.386254735,221.9268,220.2619287,223.5916713
1992,38662.5616,244.2060087,38183.92661,38662.5616,39141.19658,0.002221708,8.32E-06,0.002205397,0.002221708,0.002238019,0.386625616,0.381839266,0.391411966,222.1708074,220.53969,223.8019249
1993,39123.17292,245.7104809,38641.58923,39123.17292,39604.75662,0.002222502,8.28E-06,0.002206271,0.002222502,0.002238733,0.391231729,0.386415892,0.396047566,222.2502072,220.6271253,223.8732891
1994,39541.01484,246.9304895,39057.03998,39541.01484,40024.98971,0.002221589,8.23E-06,0.002205468,0.002221589,0.002237711,0.395410148,0.3905704,0.400249897,222.1589296,220.5467547,223.7711044
1995,39924.82933,248.226652,39438.31403,39924.82933,40411.34463,0.002218899,8.19E-06,0.002202856,0.002218899,0.002234942,0.399248293,0.39438314,0.404113446,221.8898747,220.2855631,223.4941863
1996,40232.73222,249.383172,39743.95019,40232.73222,40721.51426,0.002211893,8.15E-06,0.002195926,0.002211893,0.002227861,0.402327322,0.397439502,0.407215143,221.1893241,219.592558,222.7860903
1997,40472.58524,250.2921661,39982.0216,40472.58524,40963.14887,0.002201128,8.10E-06,0.002185255,0.002201128,0.002217,0.404725852,0.399820216,0.409631489,220.1127645,218.5254963,221.7000327
1998,40688.89341,251.0518365,40196.84085,40688.89341,41180.94597,0.002189102,8.04E-06,0.002173342,0.002189102,0.002204862,0.406888934,0.401968408,0.41180946,218.9101754,217.3341559,220.4861949
1999,40943.43356,251.9655319,40449.59019,40943.43356,41437.27693,0.002179212,7.99E-06,0.002163549,0.002179212,0.002194874,0.409434336,0.404495902,0.414372769,217.9211521,216.3548664,219.4874377
2000,41284.59412,253.2578114,40788.21793,41284.59412,41780.97031,0.002173853,7.96E-06,0.002158251,0.002173853,0.002189455,0.412845941,0.407882179,0.417809703,217.385344,215.8251441,218.9455438
2001,41695.04523,254.807223,41195.63225,41695.04523,42194.45821,0.002172219,7.94E-06,0.002156656,0.002172219,0.002187783,0.416950452,0.411956322,0.421944582,217.2219277,215.6655766,218.7782788
2002,42152.20415,256.4664232,41649.5392,42152.20415,42654.86911,0.002172641,7.92E-06,0.002157114,0.002172641,0.002188168,0.421522042,0.416495392,0.426548691,217.2641048,215.7114258,218.8167837
2003,42662.38562,258.2153648,42156.29281,42662.38562,43168.47844,0.002173972,7.90E-06,0.002158496,0.002173972,0.002189449,0.426623856,0.421562928,0.431684784,217.3972241,215.8495545,218.9448937
2004,43239.82427,260.2088063,42729.82438,43239.82427,43749.82416,0.002175079,7.87E-06,0.002159657,0.002175079,0.002190501,0.432398243,0.427298244,0.437498242,217.5079318,215.9657144,219.0501492
2005,43915.85273,262.6231432,43401.12083,43915.85273,44430.58463,0.002176364,7.84E-06,0.002160989,0.002176364,0.002191739,0.439158527,0.434011208,0.444305846,217.6363909,216.0989231,219.1738588
2006,44793.33535,265.7030908,44272.56686,44793.33535,45314.10384,0.002182241,7.83E-06,0.002166902,0.002182241,0.00219758,0.447933354,0.442725669,0.453141038,218.2241093,216.6902425,219.7579761
2007,45933.21962,269.4781143,45405.05222,45933.21962,46461.38702,0.002196045,7.81E-06,0.002180738,0.002196045,0.002211352,0.459332196,0.454050522,0.46461387,219.6044902,218.0737625,221.1352178
2008,47203.95583,273.591585,46667.72618,47203.95583,47740.18548,0.002212793,7.79E-06,0.002197516,0.002212793,0.002228071,0.472039558,0.466677262,0.477401855,221.2793338,219.7516075,222.8070601
2009,48430.86618,277.6143187,47886.75211,48430.86618,48974.98025,0.002226619,7.78E-06,0.00221137,0.002226619,0.002241869,0.484308662,0.478867521,0.489749802,222.6619269,221.1369981,224.1868557
2010,49462.68857,281.0039188,48911.93101,49462.68857,50013.44613,0.002232606,7.75E-06,0.002217411,0.002232606,0.002247801,0.494626886,0.48911931,0.500134461,223.2606065,221.7411186,224.7800945
2011,50294.63566,283.696605,49738.60053,50294.63566,50850.67078,0.002231548,7.71E-06,0.002216438,0.002231548,0.002246658,0.502946357,0.497386005,0.508506708,223.1548105,221.6438331,224.6657879
2012,51082.74765,286.2596642,50521.68902,51082.74765,51643.80628,0.002230303,7.67E-06,0.00221527,0.002230303,0.002245336,0.510827477,0.50521689,0.516438063,223.030287,221.5269767,224.5335974
2013,51848.4907,288.7096412,51282.6302,51848.4907,52414.3512,0.002229572,7.63E-06,0.002214612,0.002229572,0.002244531,0.518484907,0.512826302,0.524143512,222.9571572,221.4611919,224.4531225
2014,52584.94744,291.107295,52014.38762,52584.94744,53155.50725,0.002228513,7.60E-06,0.002213618,0.002228513,0.002243409,0.525849474,0.520143876,0.531555072,222.8513226,221.3617907,224.3408546
2015,53290.57054,293.5778455,52715.16854,53290.57054,53865.97255,0.002226703,7.58E-06,0.002211849,0.002226703,0.002241557,0.532905705,0.527151685,0.538659725,222.6703135,221.1849228,224.1557042
2016,53874.89871,295.8394563,53295.06403,53874.89871,54454.73339,0.002220482,7.56E-06,0.002205664,0.002220482,0.002235299,0.538748987,0.53295064,0.544547334,222.0481501,220.5663963,223.5299039
2017,54308.16636,297.4088608,53725.2557,54308.16636,54891.07701,0.00220903,7.52E-06,0.002194299,0.00220903,0.002223762,0.543081664,0.537252557,0.54891077,220.9030222,219.4298926,222.3761517
2018,54521.95904,299.1818682,53935.57336,54521.95904,55108.34473,0.002189799,7.51E-06,0.002175075,0.002189799,0.002204524,0.54521959,0.539355734,0.551083447,218.9799342,217.5074878,220.4523805
2019,54501.20599,318.6641535,53876.63573,54501.20599,55125.77626,0.002162472,8.61E-06,0.002145604,0.002162472,0.002179339,0.54501206,0.538766357,0.551257763,216.247167,214.5604117,217.9339223
2020,54562.54345,561.556481,53461.91297,54562.54345,55663.17393,0.002139718,2.00E-05,0.002100467,0.002139718,0.002178968,0.545625434,0.53461913,0.556631739,213.9717572,210.0466665,217.8968478
2021,54571.36487,849.1148614,52907.13032,54571.36487,56235.59942,0.002116136,3.17E-05,0.002054091,0.002116136,0.00217818,0.545713649,0.529071303,0.562355994,211.6135632,205.4091271,217.8179992
2022,54549.9328,1213.25328,52172.00007,54549.9328,56927.86554,0.002092538,4.57E-05,0.002003026,0.002092538,0.002182049,0.545499328,0.521720001,0.569278655,209.2537725,200.3026289,218.2049162
