Time,mean,sd,0.025Q,0.5Q,0.975Q,mean,sd,0.025Q,0.5Q,0.975Q,case,caselow,caseup,rate,ratelow,rateup
1990,3845.486217,87.91151711,3673.18281,3845.486217,4017.789625,0.040449423,0.000655454,0.039164758,0.040449423,0.041734089,0.038454862,0.036731828,0.040177896,4044.942323,3916.475795,4173.408851
1991,3538.834223,80.49638461,3381.064208,3538.834223,3696.604238,0.037155846,0.00056938,0.036039882,0.037155846,0.03827181,0.035388342,0.033810642,0.036966042,3715.584581,3603.988163,3827.181
1992,3273.454411,76.77020112,3122.987581,3273.454411,3423.92124,0.034313659,0.000536573,0.033261995,0.034313659,0.035365322,0.032734544,0.031229876,0.034239212,3431.365868,3326.199514,3536.532222
1993,3063.126927,73.93584951,2918.215325,3063.126927,3208.038529,0.03205583,0.000513043,0.031050285,0.03205583,0.033061376,0.030631269,0.029182153,0.032080385,3205.583037,3105.028513,3306.137561
1994,2920.789416,71.94871987,2779.772517,2920.789416,3061.806316,0.030507833,0.000496094,0.029535506,0.030507833,0.03148016,0.029207894,0.027797725,0.030618063,3050.783293,2953.550607,3148.015978
1995,2859.727882,71.06288958,2720.447178,2859.727882,2999.008586,0.029797523,0.000487638,0.028841769,0.029797523,0.030753277,0.028597279,0.027204472,0.029990086,2979.752305,2884.176917,3075.327692
1996,2863.394738,71.06201769,2724.115743,2863.394738,3002.673733,0.029744302,0.000485723,0.028792302,0.029744302,0.030696302,0.028633947,0.027241157,0.030026737,2974.430218,2879.230204,3069.630232
1997,2900.425112,71.53245839,2760.22407,2900.425112,3040.626154,0.030018579,0.000487258,0.02906357,0.030018579,0.030973587,0.029004251,0.027602241,0.030406262,3001.85789,2906.357038,3097.358742
1998,2953.706592,72.27290128,2812.054308,2953.706592,3095.358875,0.030439286,0.000490962,0.029477018,0.030439286,0.031401555,0.029537066,0.028120543,0.030953589,3043.928637,2947.701813,3140.15546
1999,3000.782058,72.98047329,2857.742959,3000.782058,3143.821157,0.030785146,0.000494712,0.029815528,0.030785146,0.031754763,0.030007821,0.02857743,0.031438212,3078.514551,2981.552757,3175.476344
