Time,mean,sd,0.025Q,0.5Q,0.975Q,mean,sd,0.025Q,0.5Q,0.975Q,case,caselow,caseup,rate,ratelow,rateup
1990,2124200.678,2161.945576,2119963.342,2124200.678,2128438.013,0.011709172,8.80E-06,0.01169192,0.011709172,0.011726424,21.24200678,21.19963342,21.28438013,1170.917199,1169.192026,1172.642371
1991,2075858.779,2117.473943,2071708.606,2075858.779,2080008.952,0.011245666,8.41E-06,0.01122919,0.011245666,0.011262142,20.75858779,20.71708606,20.80008952,1124.566578,1122.918988,1126.214167
1992,2034917.656,2087.582967,2030826.068,2034917.656,2039009.243,0.010839033,8.12E-06,0.010823121,0.010839033,0.010854945,20.34917656,20.30826068,20.39009243,1083.903257,1082.312059,1085.494456
1993,2003221.855,2067.647524,1999169.341,2003221.855,2007274.37,0.010496251,7.90E-06,0.010480771,0.010496251,0.01051173,20.03221855,19.99169341,20.0727437,1049.62506,1048.077128,1051.172993
1994,1983820.249,2057.923565,1979786.793,1983820.249,1987853.705,0.01023023,7.74E-06,0.010215065,0.01023023,0.010245395,19.83820249,19.79786793,19.87853705,1023.023027,1021.506532,1024.539522
1995,1980874.215,2061.711261,1976833.335,1980874.215,1984915.095,0.010058556,7.65E-06,0.010043562,0.010058556,0.01007355,19.80874215,19.76833335,19.84915095,1005.855581,1004.356177,1007.354985
1996,1979689.132,2047.604152,1975675.902,1979689.132,1983702.362,0.009903336,7.44E-06,0.009888751,0.009903336,0.009917922,19.79689132,19.75675902,19.83702362,990.3336373,988.8750826,991.7921919
1997,1984423.308,2042.425639,1980420.228,1984423.308,1988426.389,0.009783849,7.29E-06,0.009769558,0.009783849,0.00979814,19.84423308,19.80420228,19.88426389,978.3849035,976.9558261,979.813981
1998,1996153.103,2044.595558,1992145.769,1996153.103,2000160.437,0.009703036,7.18E-06,0.009688955,0.009703036,0.009717116,19.96153103,19.92145769,20.00160437,970.3035671,968.8955438,971.7115904
1999,2016551.264,2054.488578,2012524.54,2016551.264,2020577.987,0.009666369,7.12E-06,0.00965242,0.009666369,0.009680318,20.16551264,20.1252454,20.20577987,966.63692,965.242015,968.0318251
2000,2047847.606,2074.215413,2043782.219,2047847.606,2051912.994,0.009681862,7.10E-06,0.009667948,0.009681862,0.009695775,20.47847606,20.43782219,20.51912994,968.1861861,966.7948356,969.5775367
2001,2098946.669,2089.667401,2094850.996,2098946.669,2103042.341,0.009788611,7.02E-06,0.009774847,0.009788611,0.009802376,20.98946669,20.94850996,21.03042341,978.8611356,977.484666,980.2376052
2002,2183145.411,2125.842115,2178978.837,2183145.411,2187311.985,0.010044017,7.03E-06,0.010030235,0.010044017,0.010057799,21.83145411,21.78978837,21.87311985,1004.401734,1003.023526,1005.779942
2003,2279670.765,2170.188735,2275417.273,2279670.765,2283924.256,0.010347584,7.08E-06,0.010333716,0.010347584,0.010361452,22.79670765,22.75417273,22.83924256,1034.758394,1033.371567,1036.145221
2004,2366472.302,2211.59197,2362137.662,2366472.302,2370806.943,0.010598407,7.12E-06,0.010584459,0.010598407,0.010612354,23.66472302,23.62137662,23.70806943,1059.840672,1058.445944,1061.235399
2005,2422529.98,2241.028841,2418137.644,2422529.98,2426922.316,0.010705447,7.13E-06,0.010691482,0.010705447,0.010719412,24.2252998,24.18137644,24.26922316,1070.544733,1069.148224,1071.941242
2006,2441727.452,2242.728077,2437331.786,2441727.452,2446123.118,0.010647767,7.02E-06,0.010634017,0.010647767,0.010661517,24.41727452,24.37331786,24.46123118,1064.776713,1063.401721,1066.151705
2007,2453217.633,2244.413675,2448818.663,2453217.633,2457616.603,0.010557184,6.92E-06,0.010543625,0.010557184,0.010570743,24.53217633,24.48818663,24.57616603,1055.718415,1054.362536,1057.074294
2008,2463038.794,2247.572534,2458633.633,2463038.794,2467443.955,0.010460107,6.83E-06,0.010446715,0.010460107,0.010473499,24.63038794,24.58633633,24.67443955,1046.010684,1044.671498,1047.349869
2009,2477989.445,2254.805069,2473570.108,2477989.445,2482408.781,0.010384644,6.77E-06,0.010371384,0.010384644,0.010397904,24.77989445,24.73570108,24.82408781,1038.464375,1037.138384,1039.790366
2010,2505370.659,2269.14589,2500923.215,2505370.659,2509818.103,0.010359868,6.72E-06,0.010346691,0.010359868,0.010373045,25.05370659,25.00923215,25.09818103,1035.9868,1034.669052,1037.304548
2011,2539840.107,2279.329511,2535372.703,2539840.107,2544307.511,0.010361789,6.65E-06,0.010348759,0.010361789,0.010374819,25.39840107,25.35372703,25.44307511,1036.178883,1034.875867,1037.4819
2012,2585155.657,2296.301753,2580654.988,2585155.657,2589656.326,0.010405063,6.60E-06,0.010392129,0.010405063,0.010417996,25.85155657,25.80654988,25.89656326,1040.506268,1039.212941,1041.799595
2013,2633744.848,2316.017803,2629205.537,2633744.848,2638284.16,0.010459449,6.56E-06,0.010446588,0.010459449,0.01047231,26.33744848,26.29205537,26.3828416,1045.944903,1044.658788,1047.231019
2014,2677487.065,2334.467789,2672911.592,2677487.065,2682062.538,0.010494678,6.53E-06,0.010481887,0.010494678,0.010507469,26.77487065,26.72911592,26.82062538,1049.467823,1048.188718,1050.746928
