Time,mean,sd,0.025Q,0.5Q,0.975Q,mean,sd,0.025Q,0.5Q,0.975Q,case,caselow,caseup,rate,ratelow,rateup
1990,16653.47225,223.4491613,16215.51995,16653.47225,17091.42456,0.022857595,0.000250375,0.022366868,0.022857595,0.023348322,0.166534723,0.162155199,0.170914246,2285.759497,2236.68682,2334.832173
1991,23191.84882,256.6182162,22688.88635,23191.84882,23694.81128,0.031536459,0.000280862,0.030985979,0.031536459,0.032086939,0.231918488,0.226888864,0.236948113,3153.645892,3098.597902,3208.693882
1992,29423.82545,287.0958747,28861.12787,29423.82545,29986.52302,0.039523185,0.000309237,0.038917091,0.039523185,0.040129278,0.294238254,0.288611279,0.29986523,3952.318488,3891.709127,4012.927849
1993,34977.38343,313.8185568,34362.31036,34977.38343,35592.4565,0.046329992,0.000333793,0.045675769,0.046329992,0.046984215,0.349773834,0.343623104,0.355924565,4632.999202,4567.576881,4698.421522
1994,39445.15406,336.1246441,38786.36186,39445.15406,40103.94626,0.051521412,0.000354193,0.050827207,0.051521412,0.052215618,0.394451541,0.387863619,0.401039463,5152.14125,5082.720687,5221.561812
1995,42560.5933,356.7321368,41861.41116,42560.5933,43259.77544,0.054886583,0.000375313,0.054150984,0.054886583,0.055622182,0.425605933,0.418614112,0.432597754,5488.658302,5415.09839,5562.218214
1996,43821.26278,354.8269908,43125.81466,43821.26278,44516.7109,0.055866748,0.00036525,0.055150872,0.055866748,0.056582624,0.438212628,0.431258147,0.445167109,5586.674823,5515.087235,5658.262411
1997,45185.24268,356.3462733,44486.81682,45185.24268,45883.66854,0.056999105,0.000360779,0.056291991,0.056999105,0.057706219,0.451852427,0.444868168,0.458836685,5699.910522,5629.199141,5770.621904
1998,46523.8298,360.1717724,45817.90609,46523.8298,47229.7535,0.058144031,0.000360488,0.057437487,0.058144031,0.058850574,0.465238298,0.458179061,0.472297535,5814.40306,5743.748677,5885.057443
1999,47613.22361,364.6950124,46898.43452,47613.22361,48328.0127,0.059051352,0.000362413,0.058341036,0.059051352,0.059761669,0.476132236,0.468984345,0.483280127,5905.135249,5834.103599,5976.166898
2000,48189.72731,368.6823627,47467.12316,48189.72731,48912.33147,0.059419326,0.000365228,0.058703492,0.059419326,0.060135161,0.481897273,0.474671232,0.489123315,5941.932639,5870.349188,6013.51609
2001,44507.84224,343.0306265,43835.51456,44507.84224,45180.16991,0.054683112,0.000332323,0.054031771,0.054683112,0.055334452,0.445078422,0.438355146,0.451801699,5468.311159,5403.177113,5533.445205
2002,37157.74777,306.3018238,36557.40723,37157.74777,37758.08831,0.045577956,0.000291982,0.045005683,0.045577956,0.04615023,0.371577478,0.365574072,0.377580883,4557.795612,4500.568271,4615.022952
2003,28538.00835,263.380264,28021.79252,28538.00835,29054.22419,0.034969707,0.000247608,0.034484405,0.034969707,0.035455009,0.285380084,0.280217925,0.290542242,3496.970676,3448.440457,3545.500895
2004,21137.27921,222.7677759,20700.66239,21137.27921,21573.89603,0.025844492,0.000206372,0.025440009,0.025844492,0.026248974,0.211372792,0.207006624,0.21573896,2584.449152,2544.000922,2624.897382
2005,17406.96825,200.6333447,17013.73412,17406.96825,17800.20238,0.021186515,0.000183971,0.020825939,0.021186515,0.021547092,0.174069682,0.170137341,0.178002024,2118.651549,2082.593942,2154.709156
2006,16103.37637,189.7645677,15731.44466,16103.37637,16475.30809,0.0194516,0.000170429,0.019117565,0.0194516,0.019785634,0.161033764,0.157314447,0.164753081,1945.159968,1911.756487,1978.563448
2007,14929.65598,180.3898305,14576.09841,14929.65598,15283.21355,0.017854489,0.000158704,0.017543435,0.017854489,0.018165543,0.14929656,0.145760984,0.152832135,1785.448911,1754.343518,1816.554304
2008,13964.67518,172.7765508,13626.03937,13964.67518,14303.311,0.016519283,0.000149102,0.01622705,0.016519283,0.016811517,0.139646752,0.136260394,0.14303311,1651.928322,1622.704956,1681.151688
2009,13327.33492,167.7339666,12998.58239,13327.33492,13656.08746,0.015612433,0.00014255,0.015333041,0.015612433,0.015891825,0.133273349,0.129985824,0.136560875,1561.243308,1533.304105,1589.182511
2010,13135.11146,166.2217819,12809.32276,13135.11146,13460.90017,0.015276654,0.000140022,0.015002215,0.015276654,0.015551093,0.131351115,0.128093228,0.134609002,1527.665392,1500.22153,1555.109253
2011,13360.90094,167.0676568,13033.45435,13360.90094,13688.34753,0.015473838,0.000139703,0.015200026,0.015473838,0.01574765,0.133609009,0.130334544,0.136883475,1547.383805,1520.002613,1574.764998
2012,13930.42736,170.3273604,13596.59187,13930.42736,14264.26285,0.01610333,0.00014196,0.015825094,0.01610333,0.016381567,0.139304274,0.135965919,0.142642628,1610.333022,1582.509368,1638.156676
2013,14838.45616,175.8355848,14493.82474,14838.45616,15183.08757,0.017142354,0.000146494,0.016855231,0.017142354,0.017429478,0.148384562,0.144938247,0.151830876,1714.235429,1685.523077,1742.947781
2014,16096.13113,183.5381795,15736.40291,16096.13113,16455.85935,0.018577168,0.000153071,0.018277154,0.018577168,0.018877181,0.160961311,0.157364029,0.164558593,1857.716759,1827.71542,1887.718098
2015,17717.22663,193.4091337,17338.15169,17717.22663,18096.30157,0.0203967,0.000161542,0.020080084,0.0203967,0.020713317,0.177172266,0.173381517,0.180963016,2039.670036,2008.008378,2071.331694
2016,24334.08396,226.0034838,23891.12527,24334.08396,24777.04264,0.027893073,0.000187452,0.027525673,0.027893073,0.028260472,0.24334084,0.238911253,0.247770426,2789.307267,2752.567323,2826.047211
2017,31804.60645,257.5880262,31299.74319,31804.60645,32309.4697,0.036246218,0.000211825,0.035831048,0.036246218,0.036661388,0.318046064,0.312997432,0.323094697,3624.6218,3583.104812,3666.138788
2018,34745.3493,268.2803348,34219.5295,34745.3493,35271.16909,0.039327383,0.000218393,0.03889934,0.039327383,0.039755425,0.347453493,0.342195295,0.352711691,3932.738265,3889.933997,3975.542533
2019,36452.15457,274.4138544,35914.3133,36452.15457,36989.99584,0.040959548,0.000221479,0.040525458,0.040959548,0.041393638,0.364521546,0.359143133,0.369899958,4095.954803,4052.545774,4139.363833
2020,39780.79285,5446.292413,29106.25588,39780.79285,50455.32983,0.044376216,0.006071365,0.032476559,0.044376216,0.056275874,0.397807929,0.291062559,0.504553298,4437.621631,3247.655878,5627.587384
2021,42775.40939,10144.6194,22892.32073,42775.40939,62658.49805,0.04737563,0.011233273,0.02535882,0.04737563,0.069392441,0.427754094,0.228923207,0.626584981,4737.563049,2535.88201,6939.244087
