Time,mean,sd,0.025Q,0.5Q,0.975Q,mean,sd,0.025Q,0.5Q,0.975Q,case,caselow,caseup,rate,ratelow,rateup
1990,584.957247,32.11244119,522.0180188,584.957247,647.8964752,0.002621258,9.47E-05,0.002435724,0.002621258,0.002806792,0.005849572,0.00522018,0.006478965,262.12577,243.5723663,280.6791736
1991,736.4072808,33.09379467,671.5446352,736.4072808,801.2699265,0.003205352,8.24E-05,0.003043758,0.003205352,0.003366947,0.007364073,0.006715446,0.008012699,320.5352419,304.3757702,336.6947136
1992,924.4884522,37.32417587,851.3344117,924.4884522,997.6424926,0.003912831,9.16E-05,0.003733258,0.003912831,0.004092404,0.009244885,0.008513344,0.009976425,391.2830826,373.3257663,409.240399
1993,1145.882926,41.92745707,1063.706621,1145.882926,1228.059232,0.004723421,0.000101977,0.004523549,0.004723421,0.004923292,0.011458829,0.010637066,0.012280592,472.3420528,452.3549264,492.3291793
1994,1395.430989,46.62923048,1304.039377,1395.430989,1486.822602,0.005613564,0.000112269,0.005393522,0.005613564,0.005833607,0.01395431,0.013040394,0.014868226,561.3564093,539.3521638,583.3606548
1995,1682.155686,51.65411212,1580.915487,1682.155686,1783.395886,0.006618908,0.000123554,0.006376746,0.006618908,0.006861069,0.016821557,0.015809155,0.017833959,661.890773,637.6746374,686.1069087
1996,2075.887782,57.98909217,1962.231249,2075.887782,2189.544314,0.008009506,0.000138409,0.007738229,0.008009506,0.008280783,0.020758878,0.019622312,0.021895443,800.9506137,773.8228859,828.0783415
1997,2613.582766,65.7897455,2484.637234,2613.582766,2742.528297,0.009906089,0.00015695,0.009598472,0.009906089,0.010213705,0.026135828,0.024846372,0.027425283,990.6088501,959.8472371,1021.370463
1998,3208.415523,73.66089744,3064.042817,3208.415523,3352.788229,0.011951854,0.000175419,0.011608039,0.011951854,0.01229567,0.032084155,0.030640428,0.033527882,1195.185428,1160.803852,1229.567005
1999,3711.805047,79.80739625,3555.385425,3711.805047,3868.224669,0.013570408,0.000188468,0.013201017,0.013570408,0.013939798,0.03711805,0.035553854,0.038682247,1357.040767,1320.101731,1393.979803
2000,3973.92061,82.76216746,3811.709742,3973.92061,4136.131477,0.014223255,0.000191932,0.013847075,0.014223255,0.014599436,0.039739206,0.038117097,0.041361315,1422.32552,1384.707463,1459.943576
2001,3981.321071,82.60098218,3819.426121,3981.321071,4143.216021,0.013905679,0.000186186,0.013540762,0.013905679,0.014270597,0.039813211,0.038194261,0.04143216,1390.567908,1354.076161,1427.059655
2002,3865.692137,81.10354844,3706.732103,3865.692137,4024.652171,0.013140344,0.000177024,0.012793384,0.013140344,0.013487305,0.038656921,0.037067321,0.040246522,1314.034413,1279.338374,1348.730451
2003,3711.358819,79.23778056,3556.055623,3711.358819,3866.662015,0.012261618,0.000167398,0.011933524,0.012261618,0.012589712,0.037113588,0.035560556,0.03866662,1226.161807,1193.352394,1258.97122
2004,3590.575589,77.82381854,3438.043707,3590.575589,3743.10747,0.01153543,0.000159538,0.011222741,0.01153543,0.011848118,0.035905756,0.034380437,0.037431075,1153.54299,1122.274148,1184.811832
2005,3566.654665,77.57027723,3414.619716,3566.654665,3718.689615,0.011159606,0.000154887,0.010856033,0.011159606,0.011463178,0.035666547,0.034146197,0.037186896,1115.960584,1085.603319,1146.317849
2006,3654.312409,78.6057847,3500.247902,3654.312409,3808.376916,0.011158581,0.000153425,0.010857873,0.011158581,0.011459288,0.036543124,0.035002479,0.038083769,1115.858062,1085.787333,1145.928792
2007,3823.031645,80.57637814,3665.104846,3823.031645,3980.958444,0.011406178,0.000154152,0.011104046,0.011406178,0.011708311,0.038230316,0.036651048,0.039809584,1140.617845,1110.404624,1170.831067
2008,4035.431826,83.05695451,3872.643187,4035.431826,4198.220466,0.011749761,0.000155794,0.011444409,0.011749761,0.012055112,0.040354318,0.038726432,0.041982205,1174.976074,1144.440947,1205.511201
2009,4247.288552,85.54884148,4079.615904,4247.288552,4414.9612,0.012018666,0.000156822,0.011711301,0.012018666,0.012326032,0.042472886,0.040796159,0.044149612,1201.866644,1171.130114,1232.603174
2010,4411.764572,87.51586156,4240.236635,4411.764572,4583.292508,0.0120629,0.000155811,0.011757517,0.0120629,0.012368284,0.044117646,0.042402366,0.045832925,1206.290042,1175.751653,1236.828432
2011,4458.862551,88.13251863,4286.125988,4458.862551,4631.599113,0.011718645,0.000151171,0.011422356,0.011718645,0.012014934,0.044588626,0.04286126,0.046315991,1171.864542,1142.235639,1201.493444
2012,4371.657781,87.21772613,4200.714179,4371.657781,4542.601383,0.011005329,0.00014319,0.010724682,0.011005329,0.011285976,0.043716578,0.042007142,0.045426014,1100.532884,1072.468179,1128.59759
2013,4195.098072,85.4215444,4027.674922,4195.098072,4362.521223,0.010094271,0.00013401,0.009831617,0.010094271,0.010356924,0.041950981,0.040276749,0.043625212,1009.427052,983.1616672,1035.692436
2014,3984.725765,83.39792499,3821.268836,3984.725765,4148.182695,0.00915991,0.000125287,0.008914352,0.00915991,0.009405468,0.039847258,0.038212688,0.041481827,915.9910085,891.4351697,940.5468474
2015,3777.514097,81.32003463,3618.129758,3777.514097,3936.898436,0.008303798,0.000117052,0.00807438,0.008303798,0.008533217,0.037775141,0.036181298,0.039368984,830.3798295,807.4379732,853.3216857
2016,3496.678321,77.84438679,3344.106127,3496.678321,3649.250516,0.00735361,0.000106469,0.007144934,0.00735361,0.007562286,0.034966783,0.033441061,0.036492505,735.3609996,714.4933634,756.2286358
2017,3242.263053,74.8329693,3095.593128,3242.263053,3388.932978,0.00653158,9.78E-05,0.006339861,0.00653158,0.006723298,0.032422631,0.030955931,0.03388933,653.1579606,633.9861432,672.3297779
2018,3102.384851,73.31478852,2958.690506,3102.384851,3246.079196,0.006015825,9.24E-05,0.005834642,0.006015825,0.006197007,0.031023849,0.029586905,0.032460792,601.5824681,583.4642242,619.700712
2019,3014.792644,77.74402073,2862.417163,3014.792644,3167.168124,0.005678035,0.000103661,0.005474864,0.005678035,0.005881207,0.030147926,0.028624172,0.031671681,567.8035403,547.4863917,588.120689
2020,2873.277961,174.648008,2530.974155,2873.277961,3215.581766,0.00531555,0.000307504,0.004712854,0.00531555,0.005918246,0.02873278,0.025309742,0.032155818,531.5549875,471.2853653,591.8246097
2021,2715.555535,301.545226,2124.537752,2715.555535,3306.573317,0.004995319,0.000546353,0.003924487,0.004995319,0.006066151,0.027155555,0.021245378,0.033065733,499.5319404,392.4487399,606.615141
2022,2539.421129,439.6868774,1677.650685,2539.421129,3401.191573,0.004694069,0.000807397,0.003111601,0.004694069,0.006276538,0.025394211,0.016776507,0.034011916,469.4069391,311.1600695,627.6538086
2023,2359.713185,577.293751,1228.238225,2359.713185,3491.188146,0.004413409,0.001075892,0.002304699,0.004413409,0.00652212,0.023597132,0.012282382,0.034911881,441.340939,230.4698906,652.2119874
2024,2190.608593,710.4878079,798.0780779,2190.608593,3583.139108,0.004151616,0.001343583,0.001518241,0.004151616,0.006784991,0.021906086,0.007980781,0.035831391,415.1616203,151.8240978,678.4991429
2025,2038.987533,839.0350835,394.5089877,2038.987533,3683.466079,0.003905186,0.001604639,0.000760151,0.003905186,0.007050222,0.020389875,0.00394509,0.036834661,390.5186198,76.01508176,705.0221578
2026,1904.939841,962.776363,17.932844,1904.939841,3791.946837,0.003672378,0.00185415,3.83E-05,0.003672378,0.007306446,0.019049398,0.000179328,0.037919468,367.2378486,3.831119995,730.6445772
2027,1785.639409,1081.334727,-333.7377113,1785.639409,3905.01653,0.003453828,0.002089947,-0.000642392,0.003453828,0.007550048,0.017856394,-0.003337377,0.039050165,345.3827946,-64.23924432,755.0048335
2028,1679.673338,1195.272789,-663.0182793,1679.673338,4022.364956,0.00324996,0.002311345,-0.001280193,0.00324996,0.007780112,0.016796733,-0.006630183,0.04022365,324.9959539,-128.0192755,778.0111832
2029,1583.689359,1303.792519,-971.6970209,1583.689359,4139.075739,0.003058957,0.002517152,-0.00187457,0.003058957,0.007992485,0.015836894,-0.00971697,0.041390757,305.8957044,-187.4570484,799.2484573
2030,1494.720839,1405.594233,-1260.193234,1494.720839,4249.634912,0.002878072,0.002705435,-0.002424484,0.002878072,0.008180628,0.014947208,-0.012601932,0.042496349,287.8071811,-242.4483999,818.0627622
