Time,mean,sd,0.025Q,0.5Q,0.975Q,mean,sd,0.025Q,0.5Q,0.975Q,case,caselow,caseup,rate,ratelow,rateup
1990,31.20598736,7.496195245,16.51371466,31.20598736,45.89826006,9.18E-06,1.47E-06,6.30E-06,9.18E-06,1.21E-05,31.20598736,16.51371466,45.89826006,0.918316077,0.63000653,1.206625625
1991,31.18090711,7.445017298,16.58894134,31.18090711,45.77287288,9.05E-06,1.43E-06,6.25E-06,9.05E-06,1.18E-05,31.18090711,16.58894134,45.77287288,0.904798604,0.624743407,1.184853801
1992,31.22611218,7.442035247,16.63999112,31.22611218,45.81223324,8.91E-06,1.40E-06,6.16E-06,8.91E-06,1.17E-05,31.22611218,16.63999112,45.81223324,0.891361203,0.616374065,1.166348341
1993,31.33409836,7.460130002,16.71251223,31.33409836,45.95568448,8.79E-06,1.38E-06,6.08E-06,8.79E-06,1.15E-05,31.33409836,16.71251223,45.95568448,0.879066789,0.607904334,1.150229245
1994,31.48578411,7.485592956,16.81429152,31.48578411,46.15727671,8.69E-06,1.37E-06,6.01E-06,8.69E-06,1.14E-05,31.48578411,16.81429152,46.15727671,0.868987592,0.600973258,1.137001926
1995,31.64792478,7.512989367,16.9227362,31.64792478,46.37311335,8.61E-06,1.36E-06,5.96E-06,8.61E-06,1.13E-05,31.64792478,16.9227362,46.37311335,0.861182081,0.59560038,1.126763783
1996,31.6948627,7.520476121,16.95500035,31.6948627,46.43472504,8.53E-06,1.34E-06,5.90E-06,8.53E-06,1.12E-05,31.6948627,16.95500035,46.43472504,0.852619356,0.589720598,1.115518115
1997,31.76472067,7.532061217,17.00215196,31.76472067,46.52728938,8.47E-06,1.33E-06,5.86E-06,8.47E-06,1.11E-05,31.76472067,17.00215196,46.52728938,0.846527599,0.585534325,1.107520872
1998,31.86012999,7.54793023,17.06645858,31.86012999,46.6538014,8.42E-06,1.32E-06,5.82E-06,8.42E-06,1.10E-05,31.86012999,17.06645858,46.6538014,0.841974949,0.582417937,1.101531961
1999,31.98150069,7.568068094,17.14835979,31.98150069,46.81464159,8.38E-06,1.32E-06,5.79E-06,8.38E-06,1.10E-05,31.98150069,17.14835979,46.81464159,0.837622539,0.579451402,1.095793675
2000,32.12492436,7.591686521,17.2454922,32.12492436,47.00435653,8.32E-06,1.31E-06,5.76E-06,8.32E-06,1.09E-05,32.12492436,17.2454922,47.00435653,0.832469317,0.575950602,1.088988033
2001,32.24855023,7.611451203,17.33038001,32.24855023,47.16672046,8.25E-06,1.30E-06,5.71E-06,8.25E-06,1.08E-05,32.24855023,17.33038001,47.16672046,0.825205658,0.571023372,1.079387944
2002,32.39525384,7.634861573,17.43120013,32.39525384,47.35930755,8.17E-06,1.28E-06,5.66E-06,8.17E-06,1.07E-05,32.39525384,17.43120013,47.35930755,0.817401027,0.565739382,1.069062671
2003,32.5640466,7.661756097,17.54728059,32.5640466,47.58081261,8.10E-06,1.27E-06,5.60E-06,8.10E-06,1.06E-05,32.5640466,17.54728059,47.58081261,0.809633204,0.560496318,1.05877009
2004,32.75133292,7.691676637,17.67592373,32.75133292,47.8267421,8.03E-06,1.26E-06,5.56E-06,8.03E-06,1.05E-05,32.75133292,17.67592373,47.8267421,0.802645926,0.555796629,1.049495222
2005,32.95191537,7.723774123,17.81359626,32.95191537,48.09023448,7.97E-06,1.25E-06,5.52E-06,7.97E-06,1.04E-05,32.95191537,17.81359626,48.09023448,0.796834403,0.551911197,1.041757608
2006,33.11021612,7.748561306,17.92331503,33.11021612,48.29711721,7.91E-06,1.24E-06,5.48E-06,7.91E-06,1.03E-05,33.11021612,17.92331503,48.29711721,0.79099736,0.548012522,1.033982198
