Time,mean,sd,0.025Q,0.5Q,0.975Q,mean,sd,0.025Q,0.5Q,0.975Q,case,caselow,caseup,rate,ratelow,rateup
1990,30593.56848,268.3493011,30067.61351,30593.56848,31119.52344,0.007184167,4.78E-05,0.0070905,0.007184167,0.007277835,0.305935685,0.300676135,0.311195234,718.4167388,709.0500131,727.7834644
1991,38227.59215,295.1691799,37649.07118,38227.59215,38806.11311,0.008729287,5.05E-05,0.00863032,0.008729287,0.008828255,0.382275921,0.376490712,0.388061131,872.9287393,863.0319991,882.8254794
1992,45268.30835,320.7646078,44639.62127,45268.30835,45896.99543,0.010058851,5.33E-05,0.009954308,0.010058851,0.010163394,0.452683084,0.446396213,0.458969954,1005.885066,995.4307669,1016.339366
1993,51234.75359,341.0240622,50566.35871,51234.75359,51903.14847,0.011089903,5.52E-05,0.010981691,0.011089903,0.011198116,0.512347536,0.505663587,0.519031485,1108.990313,1098.169071,1119.811554
1994,55701.71174,355.707944,55004.53698,55701.71174,56398.8865,0.011761746,5.62E-05,0.011651605,0.011761746,0.011871887,0.557017117,0.55004537,0.563988865,1176.174597,1165.160497,1187.188697
1995,58332.12829,364.5721933,57617.57992,58332.12829,59046.67666,0.012035986,5.63E-05,0.011925544,0.012035986,0.012146428,0.583321283,0.576175799,0.590466767,1203.598579,1192.554352,1214.642806
1996,58638.48219,364.4626268,57924.14857,58638.48219,59352.81582,0.011843313,5.50E-05,0.011735487,0.011843313,0.011951139,0.586384822,0.579241486,0.593528158,1184.331323,1173.548698,1195.113948
1997,57176.97276,358.5631795,56474.20184,57176.97276,57879.74368,0.011321482,5.29E-05,0.011217789,0.011321482,0.011425176,0.571769728,0.564742018,0.578797437,1132.148233,1121.778903,1142.517562
1998,54963.23815,350.2315748,54276.79687,54963.23815,55649.67942,0.010683674,5.06E-05,0.010584548,0.010683674,0.0107828,0.549632381,0.542767969,0.556496794,1068.367365,1058.454772,1078.279958
1999,53076.29533,343.2298396,52403.5772,53076.29533,53749.01345,0.010138082,4.86E-05,0.010042833,0.010138082,0.01023333,0.530762953,0.524035772,0.537490134,1013.808186,1004.283349,1023.333022
2000,52640.03932,341.6453944,51970.42665,52640.03932,53309.65199,0.009887865,4.76E-05,0.009794669,0.009887865,0.009981062,0.526400393,0.519704267,0.53309652,988.7865475,979.4668699,998.1062252
2001,53360.16777,342.9106447,52688.07526,53360.16777,54032.26028,0.009864006,4.68E-05,0.009772184,0.009864006,0.009955827,0.533601678,0.526880753,0.540322603,986.4005767,977.2184163,995.5827371
2002,54568.49493,346.3069138,53889.74585,54568.49493,55247.24401,0.009933741,4.65E-05,0.009842525,0.009933741,0.010024958,0.545684949,0.538897458,0.55247244,993.374136,984.252454,1002.495818
2003,56150.8762,351.2290379,55462.47994,56150.8762,56839.27247,0.010068944,4.65E-05,0.009977828,0.010068944,0.01016006,0.561508762,0.554624799,0.568392725,1006.894406,997.7827874,1016.006025
2004,58050.18527,357.3105052,57349.86954,58050.18527,58750.50099,0.010252233,4.66E-05,0.010160899,0.010252233,0.010343567,0.580501853,0.573498695,0.58750501,1025.223332,1016.089945,1034.35672
2005,60341.61908,364.7992823,59626.62563,60341.61908,61056.61254,0.010491139,4.69E-05,0.010399235,0.010491139,0.010583042,0.603416191,0.596266256,0.610566125,1049.113851,1039.92352,1058.304182
2006,65577.72675,379.9312486,64833.07519,65577.72675,66322.37831,0.011217394,4.80E-05,0.0111233,0.011217394,0.011311489,0.655777267,0.648330752,0.663223783,1121.739402,1112.329953,1131.148851
2007,74968.72214,406.1250863,74172.7316,74968.72214,75764.71268,0.012610488,5.05E-05,0.0125116,0.012610488,0.012709377,0.749687221,0.741727316,0.757647127,1261.048825,1251.15997,1270.93768
2008,85841.33958,434.5418434,84989.65322,85841.33958,86693.02595,0.014196559,5.31E-05,0.014092538,0.014196559,0.01430058,0.858413396,0.849896532,0.866930259,1419.655901,1409.253771,1430.05803
2009,95308.61271,457.8488555,94411.24544,95308.61271,96205.97998,0.015500811,5.50E-05,0.015393034,0.015500811,0.015608588,0.953086127,0.944112454,0.9620598,1550.081111,1539.303421,1560.858801
2010,100313.1298,469.8836457,99392.17473,100313.1298,101234.0848,0.016052238,5.55E-05,0.015943375,0.016052238,0.0161611,1.003131298,0.993921747,1.012340848,1605.223763,1594.337499,1616.110028
2011,99689.48433,466.0200827,98776.10176,99689.48433,100602.8669,0.015705156,5.40E-05,0.01559932,0.015705156,0.015810992,0.996894843,0.987761018,1.006028669,1570.515624,1559.932042,1581.099205
2012,96166.13022,455.207262,95273.94038,96166.13022,97058.32006,0.014922139,5.17E-05,0.014820792,0.014922139,0.015023487,0.961661302,0.952739404,0.970583201,1492.213939,1482.079226,1502.348653
2013,91538.64146,441.7901317,90672.74871,91538.64146,92404.5342,0.013993948,4.92E-05,0.013897488,0.013993948,0.014090408,0.915386415,0.906727487,0.924045342,1399.394822,1389.74882,1409.040823
2014,87692.71105,430.6186184,86848.71407,87692.71105,88536.70803,0.013207205,4.71E-05,0.01311492,0.013207205,0.01329949,0.876927111,0.868487141,0.88536708,1320.720499,1311.492002,1329.948996
2015,86584.26228,427.0914463,85747.17842,86584.26228,87421.34613,0.012844119,4.59E-05,0.012754118,0.012844119,0.01293412,0.865842623,0.857471784,0.874213461,1284.411915,1275.411802,1293.412029
2016,91918.56309,438.6801503,91058.7658,91918.56309,92778.36039,0.013426907,4.63E-05,0.013336135,0.013426907,0.013517679,0.919185631,0.910587658,0.927783604,1342.69068,1333.613504,1351.767857
2017,97768.53258,451.515682,96883.5781,97768.53258,98653.48705,0.014061282,4.68E-05,0.013969465,0.014061282,0.0141531,0.977685326,0.968835781,0.986534871,1406.128242,1396.946454,1415.31003
2018,97879.4313,451.1771742,96995.14029,97879.4313,98763.72231,0.013861001,4.60E-05,0.013770771,0.013861001,0.013951231,0.978794313,0.969951403,0.987637223,1386.100107,1377.077115,1395.123098
2019,94743.29318,444.9755823,93871.15706,94743.29318,95615.42929,0.013214851,4.48E-05,0.013127004,0.013214851,0.013302698,0.947432932,0.938711571,0.956154293,1321.485105,1312.700386,1330.269825
2020,91403.68664,5252.301709,81109.36445,91403.68664,101698.0088,0.01256312,0.000720714,0.011150548,0.01256312,0.013975693,0.914036866,0.811093645,1.016980088,1256.312049,1115.054751,1397.569347
2021,89289.357,9590.152375,70493.00374,89289.357,108085.7103,0.012099881,0.001298961,0.009553965,0.012099881,0.014645798,0.89289357,0.704930037,1.080857103,1209.988145,955.3965277,1464.579763
2022,87202.47388,14776.39359,58241.27462,87202.47388,116163.6731,0.011656486,0.001974788,0.007785972,0.011656486,0.015527,0.872024739,0.582412746,1.161636731,1165.648587,778.5971943,1552.69998
2023,85129.44565,20515.26035,44920.27423,85129.44565,125338.6171,0.011229897,0.002706008,0.005926219,0.011229897,0.016533575,0.851294457,0.449202742,1.253386171,1122.989682,592.6218706,1653.357493
2024,83071.04259,26644.20903,30849.3525,83071.04259,135292.7327,0.0108188,0.003469819,0.004018079,0.0108188,0.017619521,0.830710426,0.308493525,1.352927327,1081.880015,401.807929,1761.9521
2025,81039.10262,33054.71893,16253.044,81039.10262,145825.1613,0.01042367,0.004251512,0.00209086,0.01042367,0.01875648,0.810391026,0.16253044,1.458251613,1042.366984,209.0859885,1875.64798
2026,79049.50312,39668.00293,1301.646044,79049.50312,156797.3602,0.010045798,0.005040977,0.000165664,0.010045798,0.019925932,0.790495031,0.01301646,1.567973602,1004.579834,16.56644469,1992.593224
2027,77091.82228,46412.73269,-13875.46221,77091.82228,168059.1068,0.009683307,0.005829681,-0.001742657,0.009683307,0.021109272,0.770918223,-0.138754622,1.680591068,968.330747,-174.2657012,2110.927195
2028,75152.60382,53223.3116,-29163.17005,75152.60382,179468.3777,0.009333775,0.006610121,-0.003621824,0.009333775,0.022289374,0.751526038,-0.291631701,1.794683777,933.3774626,-362.1824488,2228.937374
