Time,mean,sd,0.025Q,0.5Q,0.975Q,mean,sd,0.025Q,0.5Q,0.975Q,case,caselow,caseup,rate,ratelow,rateup
1990,401835.7404,968.2946778,399937.9177,401835.7404,403733.5631,0.006492199,1.18E-05,0.006469021,0.006492199,0.006515377,4.018357404,3.999379177,4.037335631,649.2198775,646.9020772,651.5376778
1991,416038.1471,976.4720434,414124.2971,416038.1471,417951.9971,0.00655645,1.16E-05,0.006533806,0.00655645,0.006579095,4.160381471,4.141242971,4.179519971,655.6450346,653.3806167,657.9094526
1992,431426.3158,990.1495275,429485.6584,431426.3158,433366.9732,0.006635274,1.14E-05,0.006612939,0.006635274,0.006657608,4.314263158,4.294856584,4.333669732,663.5273654,661.2939243,665.7608066
1993,447931.7387,1005.918864,445960.174,447931.7387,449903.3035,0.006726317,1.13E-05,0.006704216,0.006726317,0.006748419,4.479317387,4.45960174,4.499033035,672.6317453,670.421551,674.8419396
1994,465390.7765,1023.474178,463384.804,465390.7765,467396.749,0.006825829,1.12E-05,0.006803896,0.006825829,0.006847761,4.653907765,4.63384804,4.67396749,682.5828716,680.3896237,684.7761195
1995,483608.2119,1042.78406,481564.3927,483608.2119,485652.0311,0.006930064,1.11E-05,0.00690824,0.006930064,0.006951888,4.836082119,4.815643927,4.856520311,693.0064326,690.8240304,695.1888348
1996,501381.2289,1057.080705,499309.3888,501381.2289,503453.069,0.007021975,1.10E-05,0.00700043,0.007021975,0.007043519,5.013812289,4.993093888,5.03453069,702.1974644,700.042981,704.3519479
1997,520866.7517,1074.233103,518761.2935,520866.7517,522972.2099,0.007132144,1.09E-05,0.00711079,0.007132144,0.007153498,5.208667517,5.187612935,5.229722099,713.2144086,711.0789992,715.349818
1998,542358.0063,1094.282467,540213.2521,542358.0063,544502.7605,0.007263204,1.08E-05,0.007241959,0.007263204,0.007284448,5.423580063,5.402132521,5.445027605,726.3203623,724.1959306,728.444794
1999,565993.8764,1116.972665,563804.6502,565993.8764,568183.1026,0.007415486,1.08E-05,0.007394286,0.007415486,0.007436687,5.659938764,5.638046502,5.681831026,741.5486436,739.4285666,743.6687207
2000,591981.1502,1142.431942,589742.0247,591981.1502,594220.2756,0.007590304,1.08E-05,0.007569082,0.007590304,0.007611527,5.919811502,5.897420247,5.942202756,759.0304065,756.9081601,761.1526528
2001,626864.5521,1171.802052,624567.8622,626864.5521,629161.2419,0.00786798,1.08E-05,0.007846729,0.00786798,0.007889231,6.268645521,6.245678622,6.291612419,786.7980153,784.6729054,788.9231253
2002,676934.8888,1215.099723,674553.3371,676934.8888,679316.4405,0.008319704,1.10E-05,0.008298165,0.008319704,0.008341243,6.769348888,6.745533371,6.793164405,831.970412,829.8165041,834.1243198
2003,737310.8649,1266.629249,734828.3172,737310.8649,739793.4126,0.008877705,1.12E-05,0.00885573,0.008877705,0.008899679,7.373108649,7.348283172,7.397934126,887.7704706,885.5730286,889.9679125
2004,802262.7873,1320.460455,799674.7324,802262.7873,804850.8423,0.009470637,1.15E-05,0.009448188,0.009470637,0.009493085,8.022627873,7.996747324,8.048508423,947.0636705,944.8188228,949.3085182
2005,865205.0673,1370.959453,862518.0361,865205.0673,867892.0984,0.010022503,1.17E-05,0.009999636,0.010022503,0.010045369,8.652050673,8.625180361,8.678920984,1002.250251,999.9636324,1004.536869
2006,938879.4358,1421.320188,936093.6994,938879.4358,941665.1722,0.010682599,1.18E-05,0.01065941,0.010682599,0.010705788,9.388794358,9.360936994,9.416651722,1068.259859,1065.940956,1070.578762
2007,1035987.925,1487.3987,1033072.677,1035987.925,1038903.172,0.011587521,1.21E-05,0.011563744,0.011587521,0.011611298,10.35987925,10.33072677,10.38903172,1158.752127,1156.374437,1161.129818
2008,1138333.277,1554.043285,1135287.409,1138333.277,1141379.146,0.012522647,1.24E-05,0.012498285,0.012522647,0.01254701,11.38333277,11.35287409,11.41379146,1252.264736,1249.828485,1254.700988
2009,1227316.872,1608.668921,1224163.939,1227316.872,1230469.805,0.013280615,1.26E-05,0.013255877,0.013280615,0.013305352,12.27316872,12.24163939,12.30469805,1328.061478,1325.587711,1330.535244
2010,1284439.931,1641.06287,1281223.507,1284439.931,1287656.355,0.013669085,1.26E-05,0.013644329,0.013669085,0.01369384,12.84439931,12.81223507,12.87656355,1366.908471,1364.432903,1369.384039
2011,1315264.698,1655.095922,1312020.77,1315264.698,1318508.627,0.013762311,1.25E-05,0.013737837,0.013762311,0.013786784,13.15264698,13.1202077,13.18508627,1376.23106,1373.783726,1378.678393
2012,1339701.784,1665.516646,1336437.431,1339701.784,1342966.137,0.013781148,1.23E-05,0.013757003,0.013781148,0.013805294,13.39701784,13.36437431,13.42966137,1378.114819,1375.700265,1380.529373
2013,1361557.289,1675.026433,1358274.297,1361557.289,1364840.28,0.01377097,1.22E-05,0.013747148,0.01377097,0.013794793,13.61557289,13.58274297,13.6484028,1377.09703,1374.7148,1379.479261
2014,1384812.533,1686.078315,1381507.881,1384812.533,1388117.186,0.013777428,1.20E-05,0.013753883,0.013777428,0.013800974,13.84812533,13.81507881,13.88117186,1377.742825,1375.388258,1380.097392
2015,1413675.034,1701.252628,1410340.64,1413675.034,1417009.428,0.013844194,1.19E-05,0.013820839,0.013844194,0.013867549,14.13675034,14.1034064,14.17009428,1384.4194,1382.083884,1386.754917
2016,1481244.308,1740.037345,1477833.898,1481244.308,1484654.719,0.014288924,1.20E-05,0.014265412,0.014288924,0.014312436,14.81244308,14.77833898,14.84654719,1428.892378,1426.541154,1431.243601
2017,1561359.468,1784.6712,1557861.577,1561359.468,1564857.359,0.014845641,1.21E-05,0.014821895,0.014845641,0.014869388,15.61359468,15.57861577,15.64857359,1484.564138,1482.189508,1486.938768
2018,1655966.146,1833.007832,1652373.517,1655966.146,1659558.776,0.015526906,1.22E-05,0.015502917,0.015526906,0.015550895,16.55966146,16.52373517,16.59558776,1552.690578,1550.291689,1555.089467
2019,1796436.058,1903.937721,1792704.408,1796436.058,1800167.707,0.016615725,1.25E-05,0.016591211,0.016615725,0.016640239,17.96436058,17.92704408,18.00167707,1661.572499,1659.121133,1664.023865
2020,1820288.64,58041.49302,1706529.404,1820288.64,1934047.876,0.01661134,0.000529524,0.015573492,0.01661134,0.017649188,18.2028864,17.06529404,19.34047876,1661.133981,1557.349192,1764.91877
2021,1916486.25,97789.62342,1724822.11,1916486.25,2108150.39,0.017258348,0.000880527,0.015532547,0.017258348,0.01898415,19.1648625,17.2482211,21.0815039,1725.83483,1553.254671,1898.414988
2022,2017320.683,152320.523,1718777.944,2017320.683,2315863.422,0.017930306,0.001353793,0.015276921,0.017930306,0.020583692,20.17320683,17.18777944,23.15863422,1793.030642,1527.692061,2058.369222
2023,2122688.801,220710.2636,1690104.634,2122688.801,2555272.969,0.018625942,0.001936623,0.014830232,0.018625942,0.022421653,21.22688801,16.90104634,25.55272969,1862.594225,1483.023175,2242.165275
2024,2232235.706,303117.3528,1638136.611,2232235.706,2826334.8,0.019342316,0.002626479,0.014194511,0.019342316,0.02449012,22.32235706,16.38136611,28.263348,1934.231552,1419.451123,2449.011981
2025,2345781.547,400137.9969,1561525.484,2345781.547,3130037.61,0.020078064,0.003424845,0.013365492,0.020078064,0.026790636,23.45781547,15.61525484,31.3003761,2007.806393,1336.549172,2679.063613
2026,2464046.185,512654.4703,1459261.887,2464046.185,3468830.484,0.020839101,0.004335636,0.01234141,0.020839101,0.029336792,24.64046185,14.59261887,34.68830484,2083.910082,1234.14098,2933.679184
2027,2587457.962,641724.1918,1329701.658,2587457.962,3845214.266,0.021628361,0.005364106,0.011114906,0.021628361,0.032141815,25.87457962,13.29701658,38.45214266,2162.836058,1111.490614,3214.181503
2028,2715992.454,788454.3341,1170650.356,2715992.454,4261334.552,0.022445104,0.006515814,0.009674344,0.022445104,0.035215864,27.15992454,11.70650356,42.61334552,2244.510398,967.4343788,3521.586417
2029,2849367.569,953965.0843,979630.3613,2849367.569,4719104.777,0.023286506,0.007796284,0.00800607,0.023286506,0.038566943,28.49367569,9.796303613,47.19104777,2328.650641,800.6070222,3856.694259
2030,2987457.467,1139464.114,754148.8421,2987457.467,5220766.091,0.024151233,0.009211656,0.006096718,0.024151233,0.042205748,29.87457467,7.541488421,52.20766091,2415.123328,609.6718319,4220.574823
2031,3131114.42,1346533.213,491957.8195,3131114.42,5770271.021,0.025045859,0.010770942,0.003935201,0.025045859,0.046156517,31.3111442,4.919578195,57.70271021,2504.585897,393.5200566,4615.651737
2032,3280759.711,1576771.057,190345.2268,3280759.711,6371174.195,0.025973553,0.012483182,0.001506966,0.025973553,0.050440139,32.80759711,1.903452268,63.71174195,2597.355278,150.6966432,5044.013914
2033,3436254.632,1831633.27,-153680.6099,3436254.632,7026189.873,0.026933361,0.014356333,-0.001204534,0.026933361,0.055071256,34.36254632,-1.536806099,70.26189873,2693.33609,-120.453408,5507.125588
2034,3597103.001,2112414.984,-543154.2881,3597103.001,7737360.29,0.027921893,0.016397251,-0.004216129,0.027921893,0.060059916,35.97103001,-5.431542881,77.3736029,2792.189338,-421.6128792,6005.991556
2035,3762998.242,2420489.561,-981074.1215,3762998.242,8507070.606,0.028937282,0.018613446,-0.007544403,0.028937282,0.065418967,37.62998242,-9.810741215,85.07070606,2893.728195,-754.4402777,6541.896668
