"","mean","sd","0.025Q","0.5Q","0.975Q","mean","sd","0.025Q","0.5Q","0.975Q"
"1990",16653.4722548131,223.4491612961,16215.5199462971,16653.4722548131,17091.4245633291,0.022857594969376,0.000250375399088247,0.0223668682045482,0.022857594969376,0.0233483217342038
"1991",23191.8488159939,256.618216219304,22688.8863544272,23191.8488159939,23694.8112775607,0.0315364589188357,0.000280862254133631,0.030985979016117,0.0315364589188357,0.0320869388215543
"1992",29423.8254480462,287.095874704795,28861.1278735148,29423.8254480462,29986.5230225776,0.0395231848805811,0.000309237118224688,0.0389170912661778,0.0395231848805811,0.0401292784949844
"1993",34977.3834334732,313.818556787962,34362.3103644884,34977.3834334732,35592.4565024579,0.0463299920174435,0.000333793482502462,0.0456757688134645,0.0463299920174435,0.0469842152214225
"1994",39445.1540588212,336.124644086593,38786.3618620951,39445.1540588212,40103.9462555473,0.0515214124986073,0.000354193051868598,0.0508272068733705,0.0515214124986073,0.052215618123844
"1995",42560.593295814,356.732136766994,41861.4111556227,42560.593295814,43259.7754360053,0.0548865830171389,0.000375312569492733,0.054150983897988,0.0548865830171389,0.0556221821362899
"1996",43821.2627779792,354.826990848334,43125.8146551738,43821.2627779792,44516.7109007847,0.0558667482307621,0.000365249509454566,0.0551508723468602,0.0558667482307621,0.0565826241146639
"1997",45185.242679105,356.346273328445,44486.8168173562,45185.242679105,45883.6685408539,0.0569991052243181,0.000360778984697155,0.0562919914079328,0.0569991052243181,0.0577062190407035
"1998",46523.8297960554,360.171772363441,45817.9060939751,46523.8297960554,47229.7534981357,0.0581440305994084,0.000360488168143554,0.0574374867729942,0.0581440305994084,0.0588505744258226
"1999",47613.2236121572,364.695012375828,46898.4345225592,47613.2236121572,48328.0127017552,0.0590513524859882,0.000362413033308261,0.058341035993176,0.0590513524859882,0.0597616689788003
"2000",48189.7273141744,368.682362654977,47467.1231616355,48189.7273141744,48912.3314667133,0.0594193263891296,0.00036522839906861,0.0587034918808239,0.0594193263891296,0.0601351608974353
"2001",44507.8422362424,343.030626468778,43835.5145627694,44507.8422362424,45180.1699097154,0.0546831115919349,0.000332322666191611,0.054031771134953,0.0546831115919349,0.0553344520489168
"2002",37157.7477690916,306.301823798248,36557.4072260481,37157.7477690916,37758.0883121351,0.0455779561157912,0.000291981593024168,0.0450056827093152,0.0455779561157912,0.0461502295222672
"2003",28538.0083533638,263.380264040714,28021.7925216053,28538.0083533638,29054.2241851222,0.0349697067600937,0.000247607709674702,0.0344844045668369,0.0349697067600937,0.0354550089533506
"2004",21137.279212,222.767775900253,20700.6623943195,21137.279212,21573.8960296806,0.0258444915193725,0.000206372313927228,0.0254400092166689,0.0258444915193725,0.026248973822076
"2005",17406.9682469904,200.633344740904,17013.7341172004,17406.9682469904,17800.2023767803,0.0211865154915986,0.000183970763204925,0.0208259394215086,0.0211865154915986,0.0215470915616886
"2006",16103.376374412,189.764567656925,15731.4446562626,16103.376374412,16475.3080925613,0.0194515996787076,0.00017042905282223,0.0191175648732567,0.0194515996787076,0.0197856344841584
"2007",14929.6559765737,180.389830467008,14576.0984056811,14929.6559765737,15283.2135474663,0.0178544891101535,0.000158703900597101,0.0175434351807772,0.0178544891101535,0.0181655430395298
"2008",13964.6751845678,172.776550785895,13626.0393676544,13964.6751845678,14303.3110014812,0.0165192832186295,0.000149101545942478,0.016227049558543,0.0165192832186295,0.016811516878716
"2009",13327.3349242299,167.733966614912,12998.5823906807,13327.3349242299,13656.0874577792,0.0156124330794741,0.00014254957563859,0.015333041045211,0.0156124330794741,0.0158918251137372
"2010",13135.1114628859,166.221781894724,12809.3227569262,13135.1114628859,13460.9001688457,0.0152766539153562,0.000140022276832824,0.0150022152957306,0.0152766539153562,0.0155510925349819
"2011",13360.9009415491,167.067656799263,13033.454351241,13360.9009415491,13688.3475318571,0.0154738380539823,0.000139702526895005,0.0152000261327189,0.0154738380539823,0.0157476499752458
"2012",13930.4273573483,170.327360449937,13596.5918652847,13930.4273573483,14264.262849412,0.0161033302206751,0.000141960027531872,0.0158250936794683,0.0161033302206751,0.0163815667618819
"2013",14838.4561559366,175.83558483664,14493.8247424563,14838.4561559366,15183.087569417,0.0171423542874631,0.000146494282717097,0.0168552307693965,0.0171423542874631,0.0174294778055296
"2014",16096.1311280883,183.538179534699,15736.4029064122,16096.1311280883,16455.8593497643,0.018577167591426,0.000153070869655285,0.0182771541998194,0.018577167591426,0.0188771809830326
"2015",17717.2266292028,193.409133659099,17338.1516929499,17717.2266292028,18096.3015654557,0.0203967003624121,0.000161542038759647,0.0200800837844541,0.0203967003624121,0.0207133169403702
"2016",24334.0839560033,226.003483782769,23891.1252674084,24334.0839560033,24777.0426445981,0.0278930726702972,0.000187452140053846,0.0275256732269667,0.0278930726702972,0.0282604721136276
"2017",31804.606446501,257.588026170706,31299.7431923576,31804.606446501,32309.4697006443,0.0362462180002518,0.000211825259217949,0.0358310481211688,0.0362462180002518,0.0366613878793349
"2018",34745.3492981495,268.28033481648,34219.5295041488,34745.3492981495,35271.1690921501,0.0393273826507934,0.000218393134525053,0.0388993399726535,0.0393273826507934,0.0397554253289333
"2019",36452.1545691864,274.413854368971,35914.3132977644,36452.1545691864,36989.9958406084,0.0409595480324134,0.000221478710043536,0.0405254577373856,0.0409595480324134,0.0413936383274411
"2020",39780.7928549684,5446.29241260429,29106.2558769903,39780.7928549684,50455.3298329466,0.0443762163113016,0.00607136540462299,0.0324765587812581,0.0443762163113016,0.0562758738413451
"2021",42775.4093899422,10144.6193999538,22892.3207291663,42775.4093899422,62658.498050718,0.0473756304857378,0.0112332729355031,0.0253588201036432,0.0473756304857378,0.0693924408678323
"2022",46010.772785878,16714.4010468354,13251.148710922,46010.772785878,78770.3968608339,0.0505914768767275,0.0183769266815459,0.0145733624343643,0.0505914768767275,0.0866095913190907
"2023",49506.7287116914,25196.2696803551,122.947593436984,49506.7287116914,98890.5098299459,0.0540389187918446,0.0275018389721686,0.000136304897774095,0.0540389187918446,0.107941532685915
"2024",53288.7742764699,35769.7115098434,-16818.572020211,53288.7742764699,123396.120573151,0.0577371315789718,0.0387548327006776,-0.0182209447412314,0.0577371315789718,0.133695207899175
"2025",57385.2163707579,48685.2670982378,-38036.153719501,57385.2163707579,152806.586461017,0.0617060597958421,0.0523504105432493,-0.0408988594448124,0.0617060597958421,0.164310979036497
"2026",61816.8219829366,64236.7152959996,-64084.8264823757,61816.8219829366,187718.470448249,0.065961724848998,0.0685433619053554,-0.0683807958647933,0.065961724848998,0.200304245562789
"2027",66605.3467978273,82760.1067488615,-95601.4817866314,66605.3467978273,228812.175382286,0.0705224455113074,0.0876268501103337,-0.101223024783636,0.0705224455113074,0.242267915806251
"2028",71773.551649147,104633.35664583,-133304.058958215,71773.551649147,276851.162256509,0.0754111597626163,0.109935996323488,-0.140059433635947,0.0754111597626163,0.29088175316118
"2029",77346.6727686546,130279.972504416,-177997.381246869,77346.6727686546,332690.726784178,0.0806559038476185,0.135853613567226,-0.185612285913767,0.0806559038476185,0.346924093609004
"2030",83353.6200544676,160174.969540374,-230583.551469465,83353.6200544676,397290.791578401,0.0862856942301007,0.165809067259173,-0.238694105908058,0.0862856942301007,0.411265494368259
"2031",89820.0937268949,194834.527239264,-292048.562606952,89820.0937268949,471688.750060741,0.092325246978407,0.200268378929467,-0.300193562965569,0.092325246978407,0.484844056922383
"2032",96777.1046991721,234834.849167693,-363490.741984402,96777.1046991721,557044.951382746,0.0988029606033839,0.239750487101592,-0.371099359391671,0.0988029606033839,0.568705280598439
"2033",104265.680181188,280833.471066672,-446157.808762859,104265.680181188,654689.169125236,0.105752882974458,0.28483897594925,-0.452521251279342,0.105752882974458,0.664027017228258
"2034",112334.590301083,333578.290916724,-541466.84592012,112334.590301083,766136.026522286,0.113214721546385,0.336191676632675,-0.545708856555794,0.113214721546385,0.772138299648563
"2035",121033.44354808,393898.90464303,-650994.223102036,121033.44354808,893061.110198197,0.121228985902341,0.394535136182501,-0.652045671650967,0.121228985902341,0.894503643455649
