"","mean","sd","0.025Q","0.5Q","0.975Q","mean","sd","0.025Q","0.5Q","0.975Q"
"1990",3608.41115278826,86.0679940060849,3439.72098431472,3608.41115278826,3777.1013212618,0.0115702783950577,0.00019764185680925,0.011182907473874,0.0115702783950577,0.0119576493162415
"1991",3793.4337957788,85.0598031501289,3626.71964507248,3793.4337957788,3960.14794648512,0.0118256187111419,0.000182885873226721,0.0114671689863363,0.0118256187111419,0.0121840684359474
"1992",3995.08518895053,87.2624492800408,3824.05393115889,3995.08518895053,4166.11644674216,0.0121061720129166,0.000182311505432153,0.0117488480283023,0.0121061720129166,0.0124634959975309
"1993",4214.47858963043,89.8849403263206,4038.30734383831,4214.47858963043,4390.64983542255,0.0124137442588694,0.000183114947874871,0.0120548455560037,0.0124137442588694,0.0127726429617351
"1994",4455.54525808731,92.6971908784074,4273.86210249759,4455.54525808731,4637.22841367702,0.0127566266447372,0.000184157537885315,0.0123956845030004,0.0127566266447372,0.013117568786474
"1995",4709.66056592201,95.6155126195064,4522.25760482444,4709.66056592201,4897.06352701958,0.0131087536209544,0.000185312315272518,0.0127455481571285,0.0131087536209544,0.0134719590847803
"1996",5016.35409148995,99.138795045851,4822.04562372939,5016.35409148995,5210.66255925052,0.013575435207284,0.0001877305709622,0.0132074900494009,0.013575435207284,0.013943380365167
"1997",5393.90289993924,103.427063759951,5191.18957994301,5393.90289993924,5596.61621993547,0.0141945560238192,0.000191641661984821,0.0138189452683915,0.0141945560238192,0.0145701667792468
"1998",5801.22331153885,107.918843907921,5589.70626422613,5801.22331153885,6012.74035885158,0.0148482047994094,0.000195684327060767,0.0144646705660313,0.0148482047994094,0.0152317390327875
"1999",6191.34339521114,112.014521992975,5971.79896635944,6191.34339521114,6410.88782406285,0.0154169988326738,0.000198519790356695,0.0150279071933563,0.0154169988326738,0.0158060904719914
"2000",6504.80207319849,114.978930997456,6279.44750946256,6504.80207319849,6730.15663693442,0.0157629119823549,0.000198580578382375,0.0153737012006963,0.0157629119823549,0.0161521227640135
"2001",6727.17053078374,116.619531503286,6498.60044914337,6727.17053078374,6955.74061242412,0.0158678768691134,0.000195549993719746,0.0154846059242456,0.0158678768691134,0.0162511478139811
"2002",6893.65354146708,117.447529983639,6663.46061262596,6893.65354146708,7123.8464703082,0.0158316841162313,0.000190770257594087,0.0154577812820255,0.0158316841162313,0.0162055869504372
"2003",7043.3669616664,118.112144798591,6811.87141172438,7043.3669616664,7274.86251160841,0.0157564090808078,0.000185919599149001,0.0153920133624557,0.0157564090808078,0.01612080479916
"2004",7194.67518000495,118.868732197591,6961.69674600974,7194.67518000495,7427.65361400017,0.0156900902193767,0.000181610361553413,0.0153341404515127,0.0156900902193767,0.0160460399872407
"2005",7376.6316767882,120.082744328399,7141.27382273981,7376.6316767882,7611.98953083659,0.015697699762061,0.000178592810582785,0.015347664285421,0.015697699762061,0.0160477352387011
"2006",7622.47889376586,122.080105667232,7383.20628342925,7622.47889376586,7861.75150410248,0.0158443165957144,0.000177367883224448,0.0154966819325804,0.0158443165957144,0.0161919512588484
"2007",7956.12278897223,124.911062658155,7711.30160489162,7956.12278897223,8200.94397305284,0.0161666110359846,0.000177685971355779,0.0158183529315693,0.0161666110359846,0.0165148691404
"2008",8367.1777326624,128.431838842824,8115.45595406221,8367.1777326624,8618.89951126259,0.0166224531109817,0.000179100253686927,0.0162714230641333,0.0166224531109817,0.01697348315783
"2009",8846.03078280838,132.479832171431,8586.37508307446,8846.03078280838,9105.68648254229,0.0171706907128129,0.000181100893304802,0.0168157394843675,0.0171706907128129,0.0175256419412583
"2010",9399.48964701929,137.022669709165,9130.9301493238,9399.48964701929,9668.04914471478,0.0178067514876441,0.00018343524880897,0.0174472250064833,0.0178067514876441,0.0181662779688048
"2011",10629.7216339122,145.863259212167,10343.8348991887,10629.7216339122,10915.6083686357,0.0196293440227953,0.000190539335906705,0.01925589378678,0.0196293440227953,0.0200027942588107
"2012",12845.7746615363,160.209030492062,12531.7707317738,12845.7746615363,13159.7785912988,0.0231011690366544,0.000203627907300736,0.0227020656720977,0.0231011690366544,0.0235002724012111
"2013",15572.6122304205,176.293213155911,15227.0838819161,15572.6122304205,15918.140578925,0.0272568209042785,0.000217958198841694,0.0268296306844136,0.0272568209042785,0.0276840111241435
"2014",18227.8404265026,190.691755349233,17854.0914538694,18227.8404265026,18601.5893991358,0.0310483604872642,0.000229386725817713,0.0305987707661299,0.0310483604872642,0.0314979502083985
"2015",20185.2554572316,200.659591088435,19791.9698855458,20185.2554572316,20578.5410289175,0.0334673371499017,0.000234940626257536,0.0330068619839316,0.0334673371499017,0.0339278123158717
"2016",21557.2670501494,207.471823469512,21150.6297483423,21557.2670501494,21963.9043519565,0.0348013312876339,0.000236642630074724,0.0343375202554806,0.0348013312876339,0.0352651423197872
"2017",22563.1890186186,212.322396671813,22147.0447680306,22563.1890186186,22979.3332692066,0.0354750389425319,0.000235930211180122,0.0350126242257539,0.0354750389425319,0.0359374536593099
"2018",23329.9014695061,216.091456642468,22906.3699971201,23329.9014695061,23753.4329418922,0.0357351413933641,0.000234137630671318,0.0352762400698228,0.0357351413933641,0.0361940427169054
"2019",24099.1869014144,222.017993692354,23664.0396298576,24099.1869014144,24534.3341729713,0.0359785478529554,0.000236962423445033,0.0355141100373138,0.0359785478529554,0.036442985668597
"2020",24655.5643390285,1462.55567854391,21789.0078836979,24655.5643390285,27522.1207943591,0.0358951143274767,0.00211697319912389,0.0317459231009573,0.0358951143274767,0.040044305553996
"2021",25701.7859778024,2333.34853987201,21128.5068762741,25701.7859778024,30275.0650793307,0.036508478011637,0.00330660663079188,0.0300276481042436,0.036508478011637,0.0429893079190304
"2022",26782.2158525007,3515.49523196751,19891.9718100221,26782.2158525007,33672.4598949793,0.0371374830863725,0.0048694665834474,0.0275935039588943,0.0371374830863725,0.0466814622138507
"2023",27897.0210025105,4978.40136070748,18139.5336349387,27897.0210025105,37654.5083700824,0.0377795456795499,0.0067382055192609,0.0245729055413695,0.0377795456795499,0.0509861858177303
"2024",29047.780998268,6716.58710076627,15883.5121817398,29047.780998268,42212.0498147962,0.038431988704059,0.00888359359415961,0.0210204652062155,0.038431988704059,0.0558435122019026
"2025",30236.9754963871,8735.69634187837,13115.3252864272,30236.9754963871,47358.625706347,0.0390950548295589,0.0112926261654439,0.0169619142544143,0.0390950548295589,0.0612281954047035
"2026",31467.8461564998,11046.2840417804,9817.52727161064,31467.8461564998,53118.1650413889,0.0397718003519922,0.0139594539837737,0.0124117732999516,0.0397718003519922,0.0671318274040328
"2027",32743.1620173049,13662.5511874818,5965.05375290564,32743.1620173049,59521.2702817041,0.0404637208906904,0.0168825835623988,0.00737446514240082,0.0404637208906904,0.0735529766389799
"2028",34063.2924009427,16600.4023191483,1527.10172653684,34063.2924009427,66599.4830753486,0.0411686268833705,0.0200618754564235,0.00184807352645239,0.0411686268833705,0.0804891802402886
"2029",35428.6107869084,19877.5506912717,-3530.67266885329,35428.6107869084,74387.8942426701,0.0418841276066691,0.0234984247023874,-0.00417193850343646,0.0418841276066691,0.0879401937167746
"2030",36841.0549228043,23514.0905561769,-9245.71569651576,36841.0549228043,82927.8255421244,0.0426103713760007,0.0271954956906342,-0.0106918207193565,0.0426103713760007,0.0959125634713579
"2031",38305.3099467936,27532.9033173284,-15658.1889449935,38305.3099467936,92268.8088385806,0.0433498446715302,0.0311580020649631,-0.0177187172060222,0.0433498446715302,0.104418406549082
"2032",39822.5697431967,31956.6091069797,-22811.2331745082,39822.5697431967,102456.372660902,0.0441037176117713,0.0353914323683878,-0.0252622151915539,0.0441037176117713,0.113469650415096
"2033",41394.0321236786,36809.306616275,-30750.8831401122,41394.0321236786,113538.947387469,0.0448698771576999,0.039899564065606,-0.0333318314097365,0.0448698771576999,0.123071585725136
"2034",43018.1286224931,42113.8956704552,-39523.5901402763,43018.1286224931,125559.847385263,0.0456460153735646,0.0446860027989301,-0.0419369407253944,0.0456460153735646,0.133228971472524
"2035",44696.7756525835,47897.324042905,-49180.2544273547,44696.7756525835,138573.805732522,0.0464320336127595,0.0497563518318041,-0.05108862397968,0.0464320336127595,0.143952691205199
