"","mean","sd","0.025Q","0.5Q","0.975Q","mean","sd","0.025Q","0.5Q","0.975Q"
"1990",31.2059873606454,7.49619524533552,16.5137146587074,31.2059873606454,45.8982600625834,9.18316077325195e-06,1.47099410988512e-06,6.30006529640656e-06,9.18316077325195e-06,1.20662562500973e-05
"1991",31.1809071122231,7.44501729760243,16.5889413446447,31.1809071122231,45.7728728798016,9.04798604370565e-06,1.42887930138878e-06,6.24743407472889e-06,9.04798604370565e-06,1.18485380126824e-05
"1992",31.2261121802608,7.44203524747342,16.6399911235353,31.2261121802608,45.8122332369863,8.91361202955383e-06,1.40302138499474e-06,6.16374064542464e-06,8.91361202955383e-06,1.1663483413683e-05
"1993",31.3340983578608,7.46013000222161,16.7125122335197,31.3340983578608,45.9556844822019,8.79066789336342e-06,1.38350733911159e-06,6.07904333635786e-06,8.79066789336342e-06,1.1502292450369e-05
"1994",31.4857841140602,7.48559295594615,16.814291517479,31.4857841140602,46.1572767106413,8.68987592266332e-06,1.36744519812226e-06,6.00973258351146e-06,8.68987592266332e-06,1.13700192618152e-05
"1995",31.6479247751883,7.51298936720653,16.9227361992311,31.6479247751883,46.3731133511454,8.6118208120917e-06,1.3550335795923e-06,5.95600379824841e-06,8.6118208120917e-06,1.1267637825935e-05
"1996",31.6948626972476,7.5204761205047,16.9550003544649,31.6948626972476,46.4347250400303,8.52619356392604e-06,1.34134484291592e-06,5.8972059809623e-06,8.52619356392604e-06,1.11551811468898e-05
"1997",31.7647206702631,7.53206121676481,17.0021519560531,31.7647206702631,46.527289384473,8.46527598541797e-06,1.33162280099047e-06,5.8553432544843e-06,8.46527598541797e-06,1.10752087163516e-05
"1998",31.8601299930521,7.54793022972804,17.066458584964,31.8601299930521,46.6538014011402,8.41974948917543e-06,1.32429480406899e-06,5.82417936828668e-06,8.41974948917543e-06,1.10153196100642e-05
"1999",31.9815006893681,7.56806809401825,17.1483597925456,31.9815006893681,46.8146415861905,8.37622538829712e-06,1.31722387971149e-06,5.79451402448648e-06,8.37622538829712e-06,1.09579367521077e-05
"2000",32.1249243618651,7.59168652125104,17.2454921982949,32.1249243618651,47.0043565254353,8.32469317424476e-06,1.30879300385634e-06,5.75950602346835e-06,8.32469317424476e-06,1.08898803250212e-05
"2001",32.2485502343379,7.61145120314155,17.3303800060964,32.2485502343379,47.1667204625794,8.25205657770625e-06,1.29687222893908e-06,5.71023371643546e-06,8.25205657770625e-06,1.0793879438977e-05
"2002",32.3952538366285,7.63486157284167,17.43120012691,32.3952538366285,47.359307546347,8.17401026660476e-06,1.28401157571887e-06,5.65739382246325e-06,8.17401026660476e-06,1.06906267107463e-05
"2003",32.5640466032732,7.66175609742803,17.5472805939841,32.5640466032732,47.5808126125623,8.09633204244209e-06,1.27112991837248e-06,5.60496318276069e-06,8.09633204244209e-06,1.05877009021235e-05
"2004",32.7513329154421,7.69167663686347,17.6759237264615,32.7513329154421,47.8267421044227,8.0264592588466e-06,1.25945832885321e-06,5.5579662942653e-06,8.0264592588466e-06,1.04949522234279e-05
"2005",32.9519153714028,7.72377412339718,17.8135962648219,32.9519153714028,48.0902344779837,7.96834402562558e-06,1.2496311552638e-06,5.51911196734936e-06,7.96834402562558e-06,1.04175760839018e-05
"2006",33.1102161202133,7.74856130567425,17.9233150290911,33.1102161202133,48.2971172113354,7.90997360179127e-06,1.23974134180189e-06,5.48012522171421e-06,7.90997360179127e-06,1.03398219818683e-05
"2007",33.2843204245002,7.77583401213043,18.0439658109629,33.2843204245002,48.5246750380374,7.86297158700854e-06,1.23158939124942e-06,5.44910073641807e-06,7.86297158700854e-06,1.0276842437599e-05
"2008",33.4793205779887,7.80622483756574,18.1794010411379,33.4793205779887,48.7792401148396,7.8256427717897e-06,1.22483180374195e-06,5.42501654933624e-06,7.8256427717897e-06,1.02262689942432e-05
"2009",33.6935735305443,7.83931716593815,18.328794221919,33.6935735305443,49.0583528391697,7.79341645981516e-06,1.21871138064853e-06,5.40478604619495e-06,7.79341645981516e-06,1.01820468734354e-05
"2010",33.9260573221476,7.87466286147467,18.4920017232622,33.9260573221476,49.3601129210331,7.7632932550463e-06,1.21267402758037e-06,5.38649583600164e-06,7.7632932550463e-06,1.0140090674091e-05
"2011",34.1973752745945,7.91610980198886,18.6820851650318,34.1973752745945,49.7126653841572,7.73928451716386e-06,1.20748595045888e-06,5.37265554242635e-06,7.73928451716386e-06,1.01059134919014e-05
"2012",34.4690241200528,7.95698561801343,18.8736188832433,34.4690241200528,50.0644293568623,7.71384519327965e-06,1.20191612376681e-06,5.35813287825872e-06,7.71384519327965e-06,1.00695575083006e-05
"2013",34.7646628942791,8.0019810631987,19.0810682054381,34.7646628942791,50.4482575831201,7.69381801742542e-06,1.19727323297193e-06,5.34720560114661e-06,7.69381801742542e-06,1.00404304337042e-05
"2014",35.1123686351871,8.05685701364686,19.3212190598503,35.1123686351871,50.9035182105239,7.687400002712e-06,1.19517550448863e-06,5.34489905870981e-06,7.687400002712e-06,1.00299009467142e-05
"2015",35.5443186166863,8.12808612071085,19.6135625568531,35.5443186166863,51.4750746765194,7.70270032371385e-06,1.19722423337888e-06,5.35618394487267e-06,7.70270032371385e-06,1.0049216702555e-05
