"","mean","sd","0.025Q","0.5Q","0.975Q","mean","sd","0.025Q","0.5Q","0.975Q"
"1990",110379.063257753,514.840474135077,109369.994470664,110379.063257753,111388.132044841,0.0122976848512419,4.3818353440374e-05,0.0122118024566369,0.0122976848512419,0.0123835672458469
"1991",111392.027402186,505.970559764001,110400.343327811,111392.027402186,112383.711476561,0.011991436532899,4.09376156621671e-05,0.0119112002805882,0.011991436532899,0.0120716727852098
"1992",112674.344470591,507.552836289325,111679.559191212,112674.344470591,113669.129749969,0.0117077646461783,3.9558187593295e-05,0.0116302320232018,0.0117077646461783,0.0117852972691548
"1993",114359.897389625,511.807120279587,113356.773866846,114359.897389625,115363.020912404,0.0114695645954026,3.85297937418658e-05,0.0113940475873368,0.0114695645954026,0.0115450816034684
"1994",116115.987462308,516.755388350143,115103.165512324,116115.987462308,117128.809412291,0.0112538381074123,3.76514970588996e-05,0.0111800425292128,0.0112538381074123,0.0113276336856118
"1995",117741.001443801,521.122032488411,116719.621028574,117741.001443801,118762.381859029,0.0110491178042154,3.6805812180476e-05,0.01097697973792,0.0110491178042154,0.0111212558705109
"1996",119024.626663705,521.948467224372,118001.626466159,119024.626663705,120047.62686125,0.0108372488828976,3.56617615554355e-05,0.0107673531146237,0.0108372488828976,0.0109071446511715
"1997",120089.995315379,522.64807831937,119065.623905284,120089.995315379,121114.366725474,0.0106287556943261,3.46275753332688e-05,0.010560886893801,0.0106287556943261,0.0106966244948513
"1998",121823.408580601,526.123495588238,120792.225477828,121823.408580601,122854.591683374,0.0105015562747328,3.39362837125336e-05,0.0104350423808871,0.0105015562747328,0.0105680701685785
"1999",124281.722915379,532.255623384789,123238.521062976,124281.722915379,125324.924767782,0.0104557354412026,3.35479082511933e-05,0.0103899827492736,0.0104557354412026,0.0105214881331316
"2000",126906.327788394,539.081363110314,125849.747731961,126906.327788394,127962.907844827,0.0104404616731494,3.32861781903124e-05,0.0103752219627134,0.0104404616731494,0.0105057013835854
"2001",132617.202074714,546.984076037314,131545.132985563,132617.202074714,133689.271163864,0.0106902707274038,3.28997760704345e-05,0.0106257883512064,0.0106902707274038,0.0107547531036013
"2002",144344.652546265,567.88546144844,143231.617494482,144344.652546265,145457.687598048,0.011421733031591,3.33982182354598e-05,0.0113562737267017,0.011421733031591,0.0114871923364803
"2003",159699.115633751,597.273084471135,158528.481899252,159699.115633751,160869.74936825,0.0124219812908331,3.45271852449973e-05,0.0123543092512654,0.0124219812908331,0.0124896533304008
